time,currency,selling,buying,eff_buying,eff_selling
01-09-20_12:16,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:16,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:17,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:18,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:18,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:19,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:19,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:20,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:21,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:21,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:22,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:23,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:23,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:24,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:24,USD,7.3366,7.4104,7.3256,7.4326
01-09-20_12:25,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:26,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:26,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:27,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:27,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:28,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:29,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:29,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:30,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:30,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:31,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:32,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:32,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:33,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:33,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:34,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:35,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:35,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:36,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:36,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:37,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:38,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:38,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:39,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:40,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:40,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:41,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:41,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:42,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:43,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:43,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:44,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:44,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:45,USD,7.3356,7.4094,7.3246,7.4316
01-09-20_12:46,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:46,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:47,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:47,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:48,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:49,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:49,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:50,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:50,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:51,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:52,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:52,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:53,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:53,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:54,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:55,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:55,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_12:56,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_12:56,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_12:57,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_12:58,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_12:58,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_12:59,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_12:59,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_13:00,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_13:01,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_13:01,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_13:02,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_13:03,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_13:03,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_13:04,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_13:04,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_13:05,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_13:05,USD,7.3319,7.4056,7.3209,7.4278
01-09-20_13:06,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:07,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:07,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:08,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:08,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:09,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:10,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:10,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:11,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:11,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:12,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:13,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:13,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:14,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:14,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:15,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:16,USD,7.3317,7.4053,7.3207,7.4275
01-09-20_13:16,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:17,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:17,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:18,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:19,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:19,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:20,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:20,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:21,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:22,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:22,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:23,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:24,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:24,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:25,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:25,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:26,USD,7.3334,7.4071,7.3224,7.4293
01-09-20_13:26,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:27,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:28,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:28,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:29,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:30,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:30,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:31,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:31,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:32,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:33,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:33,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:34,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:34,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:35,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:36,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:36,USD,7.3257,7.3993,7.3147,7.4215
01-09-20_13:37,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:37,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:38,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:39,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:39,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:40,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:40,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:41,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:42,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:42,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:43,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:43,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:44,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:45,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:45,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:46,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:46,USD,7.3172,7.3908,7.3062,7.413
01-09-20_13:47,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:48,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:48,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:49,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:49,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:50,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:51,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:51,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:52,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:52,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:53,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:54,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:54,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:55,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:55,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:56,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:57,USD,7.3123,7.3857,7.3013,7.4079
01-09-20_13:57,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_13:58,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_13:59,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_13:59,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:00,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:00,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:01,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:02,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:02,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:03,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:03,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:04,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:05,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:05,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:06,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:07,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:07,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:08,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:08,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:09,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:09,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:10,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:11,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:11,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:12,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:13,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:13,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:14,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:14,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:15,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:16,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:16,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:17,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:17,USD,7.3147,7.3883,7.3037,7.4105
01-09-20_14:18,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:19,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:19,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:20,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:20,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:21,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:22,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:23,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:24,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:24,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:25,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:25,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:26,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:27,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:27,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:28,USD,7.3125,7.386,7.3015,7.4082
01-09-20_14:28,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:29,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:30,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:30,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:31,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:31,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:32,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:33,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:33,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:34,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:34,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:35,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:36,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:36,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:37,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:37,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:38,USD,7.3083,7.3817,7.2973,7.4038
01-09-20_14:39,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:39,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:40,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:40,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:41,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:42,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:42,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:43,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:43,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:44,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:45,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:45,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:46,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:46,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:47,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:48,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:48,USD,7.3113,7.3847,7.3003,7.4069
01-09-20_14:49,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:49,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:50,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:51,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:51,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:52,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:52,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:53,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:54,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:54,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:55,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:55,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:56,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:57,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:57,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:58,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:58,USD,7.3115,7.385,7.3005,7.4072
01-09-20_14:59,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:00,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:00,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:01,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:01,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:02,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:03,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:03,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:04,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:05,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:05,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:06,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:06,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:07,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:08,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:08,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:09,USD,7.3145,7.388,7.3035,7.4102
01-09-20_15:09,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:10,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:11,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:11,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:12,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:12,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:13,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:14,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:14,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:15,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:16,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:17,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:17,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:18,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:18,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:19,USD,7.3225,7.396,7.3115,7.4182
01-09-20_15:20,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:20,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:21,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:22,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:22,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:23,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:23,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:24,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:24,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:25,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:26,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:26,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:27,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:28,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:28,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:29,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:29,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:30,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:31,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:31,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:32,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:32,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:33,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:33,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:34,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:35,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:35,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:36,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:36,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:37,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:38,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:38,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:39,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:39,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:40,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:41,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:41,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:42,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:43,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:43,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:44,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:44,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:45,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:46,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:46,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:47,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:47,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:48,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:49,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:49,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:50,USD,7.3207,7.3943,7.3097,7.4165
01-09-20_15:50,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:51,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:52,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:52,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:53,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:53,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:54,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:55,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:55,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:56,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:57,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:57,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:58,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:58,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:59,USD,7.311,7.3845,7.3,7.4067
01-09-20_15:59,USD,7.311,7.3845,7.3,7.4067
01-09-20_16:00,USD,7.311,7.3845,7.3,7.4067
01-09-20_16:01,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:01,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:02,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:02,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:03,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:04,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:04,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:05,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:05,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:06,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:07,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:07,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:08,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:09,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:09,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:10,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:10,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:11,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:12,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:12,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:13,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:13,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:14,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:15,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:15,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:16,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:16,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:17,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:18,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:18,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:19,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:19,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:20,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:21,USD,7.317,7.3905,7.306,7.4127
01-09-20_16:21,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:22,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:22,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:23,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:24,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:24,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:25,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:25,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:26,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:27,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:27,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:28,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:28,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:29,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:30,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:30,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:31,USD,7.3137,7.3873,7.3027,7.4095
01-09-20_16:31,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:32,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:33,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:33,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:34,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:34,USD,7.3145,7.388,7.3035,7.4102
01-09-20_16:35,USD,7.3145,7.388,7.3035,7.4102
