time,currency,selling,buying,eff_buying,eff_selling
02-09-20_16:35,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:36,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:36,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:37,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:37,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:38,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:38,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:39,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:39,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:40,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:40,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:41,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:41,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:42,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:42,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:43,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:43,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:44,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:44,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:45,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:45,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:46,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:46,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:47,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:47,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:48,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:48,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:49,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:49,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:50,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:50,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:51,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:51,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:52,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:52,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:53,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:53,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:54,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:54,USD,7.3476,7.4214,7.3366,7.4437
02-09-20_16:55,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_16:55,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_16:56,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_16:56,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_16:57,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_16:57,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_16:58,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_16:58,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_16:59,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_16:59,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_17:00,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_17:00,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_17:01,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_17:01,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_17:02,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_17:02,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_17:03,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_17:03,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_17:04,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_17:04,USD,7.3493,7.4232,7.3383,7.4455
02-09-20_17:05,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:05,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:06,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:06,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:07,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:07,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:08,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:08,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:09,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:09,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:10,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:10,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:11,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:11,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:12,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:12,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:13,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:13,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:14,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:14,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:15,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:15,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:16,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:16,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:17,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:17,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:18,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:18,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:19,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:19,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:20,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:20,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:21,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:21,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:22,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:22,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:23,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:23,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:24,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:24,USD,7.3478,7.4217,7.3368,7.444
02-09-20_17:25,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:25,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:26,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:26,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:27,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:27,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:28,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:28,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:29,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:29,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:30,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:30,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:31,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:31,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:32,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:32,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:33,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:33,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:34,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:34,USD,7.3516,7.4254,7.3406,7.4477
02-09-20_17:35,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:35,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:36,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:36,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:37,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:37,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:38,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:38,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:39,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:39,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:40,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:40,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:41,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:41,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:42,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:42,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:43,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:43,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:44,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:44,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:45,USD,7.3501,7.4239,7.3391,7.4462
02-09-20_17:45,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:46,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:46,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:47,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:47,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:48,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:48,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:49,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:49,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:50,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:50,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:51,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:51,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:52,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:52,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:53,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:53,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:54,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:54,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:55,USD,7.3506,7.4244,7.3396,7.4467
02-09-20_17:55,USD,7.3511,7.4249,7.3401,7.4472
02-09-20_17:56,USD,7.3511,7.4249,7.3401,7.4472
02-09-20_17:56,USD,7.3511,7.4249,7.3401,7.4472
02-09-20_17:57,USD,7.3511,7.4249,7.3401,7.4472
02-09-20_17:57,USD,7.3511,7.4249,7.3401,7.4472
02-09-20_17:58,USD,7.3511,7.4249,7.3401,7.4472
02-09-20_17:58,USD,7.3511,7.4249,7.3401,7.4472
02-09-20_17:59,USD,7.3511,7.4249,7.3401,7.4472
02-09-20_17:59,USD,7.3511,7.4249,7.3401,7.4472
03-09-20_09:00,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:01,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:01,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:02,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:02,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:03,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:03,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:04,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:04,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:05,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:05,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:06,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:06,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:07,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:07,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:08,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:08,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:09,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:09,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:10,USD,7.3609,7.4348,7.3499,7.4571
03-09-20_09:10,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:11,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:11,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:12,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:12,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:13,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:13,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:14,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:14,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:15,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:15,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:16,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:16,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:17,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:17,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:18,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:18,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:19,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:19,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:20,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:20,USD,7.3666,7.4406,7.3556,7.4629
03-09-20_09:21,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:21,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:22,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:22,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:23,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:23,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:24,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:24,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:25,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:25,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:26,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:26,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:27,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:27,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:28,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:28,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:29,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:29,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:30,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:30,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:31,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:31,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:32,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:32,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:33,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:33,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:34,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:34,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:35,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:35,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:36,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:36,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:37,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:37,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:38,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:38,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:39,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:39,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:40,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:40,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:41,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:41,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:42,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:42,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:43,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:43,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:44,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:44,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:45,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:45,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:46,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:46,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:47,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:47,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:48,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:48,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:49,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:49,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:50,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:50,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:51,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:51,USD,7.3671,7.4411,7.356,7.4634
03-09-20_09:52,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:52,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:53,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:53,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:54,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:54,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:55,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:55,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:56,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:56,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:57,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:57,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:58,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:58,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:59,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_09:59,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_10:00,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_10:00,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_10:01,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_10:01,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_10:02,USD,7.3676,7.4416,7.3565,7.4639
03-09-20_10:02,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:03,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:03,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:04,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:04,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:05,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:05,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:06,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:06,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:07,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:07,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:08,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:08,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:09,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:09,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:10,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:10,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:11,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:11,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:12,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:12,USD,7.3696,7.4436,7.3585,7.4659
03-09-20_10:13,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:13,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:14,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:14,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:15,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:15,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:16,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:16,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:17,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:17,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:18,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:18,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:19,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:19,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:20,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:20,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:21,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:21,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:22,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:22,USD,7.3701,7.4441,7.359,7.4664
03-09-20_10:23,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:23,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:24,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:24,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:25,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:25,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:26,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:26,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:27,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:27,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:28,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:28,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:29,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:29,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:30,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:30,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:31,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:31,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:32,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:32,USD,7.3739,7.4478,7.3628,7.4701
03-09-20_10:33,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:33,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:34,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:34,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:35,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:35,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:36,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:36,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:37,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:37,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:38,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:38,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:39,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:39,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:40,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:40,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:41,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:41,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:42,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:42,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:43,USD,7.3761,7.4501,7.365,7.4725
03-09-20_10:43,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:44,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:44,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:45,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:45,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:46,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:46,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:47,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:47,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:48,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:48,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:49,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:49,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:50,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:50,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:51,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:51,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:52,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:52,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:53,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:53,USD,7.3796,7.4536,7.3685,7.476
03-09-20_10:54,USD,7.3806,7.4546,7.3695,7.477
03-09-20_10:54,USD,7.3806,7.4546,7.3695,7.477
03-09-20_10:55,USD,7.3806,7.4546,7.3695,7.477
03-09-20_10:55,USD,7.3806,7.4546,7.3695,7.477
03-09-20_10:56,USD,7.3806,7.4546,7.3695,7.477
03-09-20_10:56,USD,7.3806,7.4546,7.3695,7.477
03-09-20_10:57,USD,7.3806,7.4546,7.3695,7.477
03-09-20_10:57,USD,7.3806,7.4546,7.3695,7.477
03-09-20_10:58,USD,7.3806,7.4546,7.3695,7.477
03-09-20_10:58,USD,7.3806,7.4546,7.3695,7.477
03-09-20_10:59,USD,7.3806,7.4546,7.3695,7.477
03-09-20_10:59,USD,7.3806,7.4546,7.3695,7.477
03-09-20_11:00,USD,7.3806,7.4546,7.3695,7.477
03-09-20_11:00,USD,7.3806,7.4546,7.3695,7.477
03-09-20_11:01,USD,7.3806,7.4546,7.3695,7.477
03-09-20_11:01,USD,7.3806,7.4546,7.3695,7.477
03-09-20_11:02,USD,7.3806,7.4546,7.3695,7.477
03-09-20_11:02,USD,7.3806,7.4546,7.3695,7.477
03-09-20_11:03,USD,7.3806,7.4546,7.3695,7.477
03-09-20_11:03,USD,7.3806,7.4546,7.3695,7.477
03-09-20_11:04,USD,7.3806,7.4546,7.3695,7.477
03-09-20_11:04,USD,7.3821,7.4562,7.371,7.4786
03-09-20_11:05,USD,7.3821,7.4562,7.371,7.4786
03-09-20_11:05,USD,7.3821,7.4562,7.371,7.4786
03-09-20_11:06,USD,7.3821,7.4562,7.371,7.4786
03-09-20_11:06,USD,7.3821,7.4562,7.371,7.4786
03-09-20_11:07,USD,7.3821,7.4562,7.371,7.4786
03-09-20_11:07,USD,7.3821,7.4562,7.371,7.4786
03-09-20_11:08,USD,7.3821,7.4562,7.371,7.4786
03-09-20_11:08,USD,7.3821,7.4562,7.371,7.4786
03-09-20_11:09,USD,7.3821,7.4562,7.371,7.4786
03-09-20_11:09,USD,7.3821,7.4562,7.371,7.4786
